Year,Rk,Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
1994,5,Cleveland Cavaliers,1-3,3-1,4-1,3-1,,2-0,1-1,3-2,2-0,0-2,2-3,2-0,1-1,1-3,3-2,2-0,2-2,0-4,2-2,4-0,0-2,2-0,2-0,0-2,1-1,1-1,3-1,,,
1994,6,Dallas Mavericks,0-2,0-2,1-1,0-2,0-2,,1-4,1-1,0-4,1-4,0-2,0-4,0-4,0-2,0-2,5-1,0-2,0-2,0-2,0-2,0-4,1-3,2-2,0-5,0-4,0-5,1-1,,,
1994,7,Denver Nuggets,1-1,1-1,1-1,1-1,1-1,4-1,,2-0,1-3,3-2,1-1,3-1,3-1,1-1,2-0,4-1,1-1,1-1,1-1,0-2,1-3,1-3,2-2,2-4,2-2,1-4,1-1,,,
1994,8,Detroit Pistons,0-4,1-3,0-4,0-5,2-3,1-1,0-2,,0-2,0-2,1-4,1-1,0-2,2-2,1-4,2-0,1-3,0-4,1-3,1-3,1-1,0-2,1-1,1-1,1-1,0-2,2-2,,,
1994,9,Golden State Warriors,2-0,1-1,2-0,0-2,0-2,4-0,3-1,2-0,,0-4,1-1,4-1,5-0,2-0,2-0,2-2,0-2,1-1,1-1,1-1,2-3,3-2,4-1,2-2,1-4,3-1,2-0,,,
1994,10,Houston Rockets,1-1,1-1,1-1,1-1,2-0,4-1,2-3,2-0,4-0,,1-1,4-0,3-1,2-0,1-1,4-1,2-0,2-0,1-1,2-0,2-2,4-0,4-0,2-3,2-2,3-3,1-1,,,
1994,11,Indiana Pacers,2-3,4-0,2-2,1-4,3-2,2-0,1-1,4-1,1-1,1-1,,2-0,0-2,3-1,3-1,2-0,3-1,0-4,2-2,2-2,1-1,1-1,2-0,0-2,1-1,1-1,3-1,,,
1994,12,Los Angeles Clippers,1-1,1-1,1-1,0-2,0-2,4-0,1-3,1-1,1-4,0-4,0-2,,2-3,1-1,1-1,1-3,1-1,0-2,1-1,1-1,0-5,2-3,3-2,1-3,1-4,1-3,1-1,,,
1994,13,Los Angeles Lakers,1-1,1-1,0-2,1-1,1-1,4-0,1-3,2-0,0-5,1-3,2-0,3-2,,1-1,2-0,3-1,0-2,0-2,2-0,1-1,3-2,0-5,1-4,0-4,0-5,2-2,1-1,,,
1994,14,Miami Heat,1-3,3-2,3-1,2-2,3-1,2-0,1-1,2-2,0-2,0-2,1-3,1-1,1-1,,4-0,2-0,2-3,2-2,2-3,4-1,0-2,0-2,1-1,0-2,1-1,1-1,3-1,,,
1994,15,Milwaukee Bucks,0-5,1-3,2-3,0-4,2-3,2-0,0-2,4-1,0-2,1-1,1-3,1-1,0-2,0-4,,0-2,1-3,0-4,1-3,1-3,0-2,1-1,1-1,0-2,0-2,0-2,1-3,,,
1994,16,Minnesota Timberwolves,0-2,1-1,0-2,0-2,0-2,1-5,1-4,0-2,2-2,1-4,0-2,3-1,1-3,0-2,2-0,,1-1,0-2,1-1,2-0,0-4,0-4,2-2,1-4,0-4,1-4,0-2,,,
1994,17,New Jersey Nets,3-1,4-1,2-2,1-3,2-2,2-0,1-1,3-1,2-0,0-2,1-3,1-1,2-0,3-2,3-1,1-1,,4-1,0-5,3-1,0-2,0-2,1-1,1-1,1-1,1-1,3-1,,,
1994,18,New York Knicks,2-2,4-0,1-3,3-1,4-0,2-0,1-1,4-0,1-1,0-2,4-0,2-0,2-0,2-2,4-0,2-0,1-4,,3-2,3-2,1-1,2-0,2-0,1-1,1-1,0-2,5-0,,,
1994,19,Orlando Magic,1-3,2-2,2-2,2-2,2-2,2-0,1-1,3-1,1-1,1-1,2-2,1-1,0-2,3-2,3-1,1-1,5-0,2-3,,4-0,1-1,2-0,2-0,0-2,1-1,2-0,4-1,,,
1994,20,Philadelphia 76ers,0-4,1-4,1-3,1-3,0-4,2-0,2-0,3-1,1-1,0-2,2-2,1-1,1-1,1-4,3-1,0-2,1-3,2-3,0-4,,0-2,0-2,0-2,0-2,0-2,1-1,2-3,,,
1994,21,Phoenix Suns,1-1,1-1,0-2,1-1,2-0,4-0,3-1,1-1,3-2,2-2,1-1,5-0,2-3,2-0,2-0,4-0,2-0,1-1,1-1,2-0,,3-2,4-1,3-1,2-3,2-2,2-0,,,
1994,22,Portland Trail Blazers,1-1,1-1,2-0,2-0,0-2,3-1,3-1,2-0,2-3,0-4,1-1,3-2,5-0,2-0,1-1,4-0,2-0,0-2,0-2,2-0,2-3,,4-1,1-3,1-4,1-3,2-0,,,
1994,23,Sacramento Kings,0-2,1-1,1-1,1-1,0-2,2-2,2-2,1-1,1-4,0-4,0-2,2-3,4-1,1-1,1-1,2-2,1-1,0-2,0-2,2-0,1-4,1-4,,1-3,0-5,1-3,2-0,,,
1994,24,San Antonio Spurs,1-1,2-0,2-0,1-1,2-0,5-0,4-2,1-1,2-2,3-2,2-0,3-1,4-0,2-0,2-0,4-1,1-1,1-1,2-0,2-0,1-3,3-1,3-1,,0-4,0-5,2-0,,,
1994,25,Seattle SuperSonics,1-1,2-0,2-0,1-1,1-1,4-0,2-2,1-1,4-1,2-2,1-1,4-1,5-0,1-1,2-0,4-0,1-1,1-1,1-1,2-0,3-2,4-1,5-0,4-0,,3-1,2-0,,,
1994,26,Utah Jazz,1-1,2-0,1-1,0-2,1-1,5-0,4-1,2-0,1-3,3-3,1-1,3-1,2-2,1-1,2-0,4-1,1-1,2-0,0-2,1-1,2-2,3-1,3-1,5-0,1-3,,2-0,,,
1994,27,Washington Bullets,0-4,2-3,2-2,0-4,1-3,1-1,1-1,2-2,0-2,1-1,1-3,1-1,1-1,1-3,3-1,2-0,1-3,0-5,1-4,3-2,0-2,0-2,0-2,0-2,0-2,0-2,,,,
-24,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,UTA,WSB,,,
1993,1,Atlanta Hawks,,2-2,3-2,2-2,0-5,1-1,2-0,2-3,2-0,1-1,2-2,1-1,1-1,3-1,3-2,2-0,1-3,2-2,1-3,3-1,0-2,1-1,1-1,2-0,1-1,2-0,2-2,,,
1993,2,Boston Celtics,2-2,,3-1,1-3,3-1,2-0,2-0,1-3,2-0,1-1,2-2,1-1,1-1,3-1,2-2,2-0,4-0,1-4,3-2,4-1,0-2,2-0,1-1,1-1,0-2,0-2,4-1,,,
1993,3,Charlotte Hornets,2-3,1-3,,2-3,1-3,2-0,1-1,4-1,2-0,0-2,0-5,1-1,1-1,2-2,3-1,2-0,2-2,1-3,3-1,4-0,0-2,1-1,2-0,1-1,1-1,1-1,4-0,,,
1993,4,Chicago Bulls,2-2,3-1,3-2,,2-3,2-0,1-1,3-1,2-0,0-2,5-0,2-0,0-2,3-1,4-1,2-0,4-0,1-3,3-1,2-2,1-1,2-0,2-0,0-2,2-0,2-0,4-0,,,
1993,5,Cleveland Cavaliers,5-0,1-3,3-1,3-2,,2-0,1-1,3-2,2-0,1-1,4-0,1-1,2-0,2-2,4-1,2-0,2-2,1-3,2-2,4-0,2-0,0-2,1-1,1-1,1-1,1-1,3-1,,,
1993,6,Dallas Mavericks,1-1,0-2,0-2,0-2,0-2,,1-5,1-1,0-4,1-4,1-1,0-4,1-3,0-2,0-2,1-4,0-2,0-2,1-1,1-1,0-4,0-4,0-4,0-5,1-3,0-5,1-1,,,
1993,7,Denver Nuggets,0-2,0-2,1-1,1-1,1-1,5-1,,1-1,3-1,2-3,1-1,2-2,1-3,0-2,1-1,3-2,1-1,1-1,0-2,1-1,1-3,1-3,3-1,1-4,1-3,2-3,2-0,,,
1993,8,Detroit Pistons,3-2,3-1,1-4,1-3,2-3,1-1,1-1,,0-2,1-1,3-2,1-1,1-1,1-3,2-2,1-1,3-1,2-2,3-1,3-1,0-2,1-1,2-0,0-2,0-2,0-2,4-0,,,
1993,9,Golden State Warriors,0-2,0-2,0-2,0-2,0-2,4-0,1-3,2-0,,2-2,0-2,2-3,1-4,2-0,1-1,3-1,1-1,0-2,1-1,1-1,1-4,0-5,4-1,3-1,1-4,3-1,1-1,,,
1993,10,Houston Rockets,1-1,1-1,2-0,2-0,1-1,4-1,3-2,1-1,2-2,,2-0,4-0,3-1,2-0,1-1,4-2,1-1,1-1,1-1,2-0,2-2,1-3,4-0,4-1,1-3,4-1,1-1,,,
1993,11,Indiana Pacers,2-2,2-2,5-0,0-5,0-4,1-1,1-1,2-3,2-0,0-2,,1-1,1-1,2-2,2-3,1-1,3-1,1-3,2-2,3-1,1-1,1-1,2-0,1-1,2-0,0-2,3-1,,,
1993,12,Los Angeles Clippers,1-1,1-1,1-1,0-2,1-1,4-0,2-2,1-1,3-2,0-4,1-1,,3-2,0-2,2-0,4-0,0-2,2-0,1-1,1-1,3-2,2-3,3-2,0-4,1-4,2-2,2-0,,,
1993,13,Los Angeles Lakers,1-1,1-1,1-1,2-0,0-2,3-1,3-1,1-1,4-1,1-3,1-1,2-3,,0-2,1-1,3-1,0-2,0-2,1-1,2-0,0-5,3-2,3-2,2-2,1-4,1-3,2-0,,,
1993,14,Miami Heat,1-3,1-3,2-2,1-3,2-2,2-0,2-0,3-1,0-2,0-2,2-2,2-0,2-0,,2-2,2-0,2-3,0-5,3-2,1-3,0-2,1-1,1-1,1-1,1-1,0-2,2-3,,,
1993,15,Milwaukee Bucks,2-3,2-2,1-3,1-4,1-4,2-0,1-1,2-2,1-1,1-1,3-2,0-2,1-1,2-2,,1-1,0-4,1-3,2-2,2-2,0-2,0-2,1-1,0-2,0-2,0-2,1-3,,,
1993,16,Minnesota Timberwolves,0-2,0-2,0-2,0-2,0-2,4-1,2-3,1-1,1-3,2-4,1-1,0-4,1-3,0-2,1-1,,1-1,0-2,0-2,0-2,0-4,1-3,1-3,1-4,0-4,1-4,1-1,,,
1993,17,New Jersey Nets,3-1,0-4,2-2,0-4,2-2,2-0,1-1,1-3,1-1,1-1,1-3,2-0,2-0,3-2,4-0,1-1,,1-3,3-2,3-2,1-1,0-2,2-0,1-1,1-1,1-1,4-1,,,
1993,18,New York Knicks,2-2,4-1,3-1,3-1,3-1,2-0,1-1,2-2,2-0,1-1,3-1,0-2,2-0,5-0,3-1,2-0,3-1,,2-2,5-0,1-1,1-1,2-0,2-0,1-1,1-1,4-1,,,
1993,19,Orlando Magic,3-1,2-3,1-3,1-3,2-2,1-1,2-0,1-3,1-1,1-1,2-2,1-1,1-1,2-3,2-2,2-0,2-3,2-2,,3-2,0-2,2-0,2-0,0-2,0-2,1-1,4-0,,,
1993,20,Philadelphia 76ers,1-3,1-4,0-4,2-2,0-4,1-1,1-1,1-3,1-1,0-2,1-3,1-1,0-2,3-1,2-2,2-0,2-3,0-5,2-3,,0-2,0-2,1-1,0-2,1-1,0-2,3-1,,,
1993,21,Phoenix Suns,2-0,2-0,2-0,1-1,0-2,4-0,3-1,2-0,4-1,2-2,1-1,2-3,5-0,2-0,2-0,4-0,1-1,1-1,2-0,2-0,,3-2,5-0,3-1,2-3,3-1,2-0,,,
1993,22,Portland Trail Blazers,1-1,0-2,1-1,0-2,2-0,4-0,3-1,1-1,5-0,3-1,1-1,3-2,2-3,1-1,2-0,3-1,2-0,1-1,0-2,2-0,2-3,,5-0,2-2,2-3,2-2,1-1,,,
1993,23,Sacramento Kings,1-1,1-1,0-2,0-2,1-1,4-0,1-3,0-2,1-4,0-4,0-2,2-3,2-3,1-1,1-1,3-1,0-2,0-2,0-2,1-1,0-5,0-5,,2-2,1-4,2-2,1-1,,,
1993,24,San Antonio Spurs,0-2,1-1,1-1,2-0,1-1,5-0,4-1,2-0,1-3,1-4,1-1,4-0,2-2,1-1,2-0,4-1,1-1,0-2,2-0,2-0,1-3,2-2,2-2,,3-1,3-3,1-1,,,
1993,25,Seattle SuperSonics,1-1,2-0,1-1,0-2,1-1,3-1,3-1,2-0,4-1,3-1,0-2,4-1,4-1,1-1,2-0,4-0,1-1,1-1,2-0,1-1,3-2,3-2,4-1,1-3,,2-2,2-0,,,
1993,26,Utah Jazz,0-2,2-0,1-1,0-2,1-1,5-0,3-2,2-0,1-3,1-4,2-0,2-2,3-1,2-0,2-0,4-1,1-1,1-1,1-1,2-0,1-3,2-2,2-2,3-3,2-2,,1-1,,,
1993,27,Washington Bullets,2-2,1-4,0-4,0-4,1-3,1-1,0-2,0-4,1-1,1-1,1-3,0-2,0-2,3-2,3-1,1-1,1-4,1-4,0-4,1-3,0-2,1-1,1-1,1-1,0-2,1-1,,,,
-25,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,UTA,WSB,,,
1992,1,Atlanta Hawks,,3-1,2-2,0-5,0-5,2-0,2-0,1-4,1-1,2-0,1-4,1-1,0-2,2-2,3-1,2-0,3-1,2-2,2-2,2-2,2-0,0-2,1-1,0-2,1-1,1-1,2-2,,,
1992,2,Boston Celtics,1-3,,3-1,1-3,3-1,1-1,1-1,4-0,1-1,1-1,2-2,2-0,2-0,3-2,2-2,0-2,2-3,3-2,5-0,3-1,1-1,1-1,2-0,1-1,2-0,1-1,3-1,,,
1992,3,Charlotte Hornets,2-2,1-3,,0-4,2-3,1-1,1-1,1-4,1-1,0-2,3-2,0-2,1-1,1-3,2-3,1-1,1-3,0-4,3-1,3-1,1-1,0-2,1-1,2-0,1-1,0-2,2-2,,,
1992,4,Chicago Bulls,5-0,3-1,4-0,,3-2,2-0,2-0,4-1,1-1,1-1,3-1,2-0,1-1,4-0,3-2,2-0,4-0,4-0,3-1,3-1,1-1,2-0,2-0,1-1,2-0,1-1,4-0,,,
1992,5,Cleveland Cavaliers,5-0,1-3,3-2,2-3,,1-1,1-1,3-1,1-1,1-1,5-0,1-1,2-0,3-1,3-1,2-0,2-2,4-0,3-1,4-0,1-1,0-2,2-0,1-1,1-1,1-1,4-0,,,
1992,6,Dallas Mavericks,0-2,1-1,1-1,0-2,1-1,,3-2,0-2,0-4,4-2,1-1,1-3,0-4,1-1,1-1,3-2,0-2,0-2,1-1,0-2,2-2,0-4,1-3,0-5,0-4,1-4,0-2,,,
1992,7,Denver Nuggets,0-2,1-1,1-1,0-2,1-1,2-3,,0-2,0-4,2-3,0-2,0-4,1-3,0-2,1-1,2-3,1-1,0-2,2-0,2-0,1-3,1-3,2-2,1-4,1-3,1-5,1-1,,,
1992,8,Detroit Pistons,4-1,0-4,4-1,1-4,1-3,2-0,2-0,,1-1,2-0,2-2,0-2,2-0,2-2,3-2,1-1,2-2,2-2,4-0,3-1,0-2,2-0,2-0,1-1,1-1,1-1,3-1,,,
1992,9,Golden State Warriors,1-1,1-1,1-1,1-1,1-1,4-0,4-0,1-1,,2-2,2-0,3-2,3-2,1-1,2-0,4-0,2-0,1-1,2-0,1-1,3-2,2-3,5-0,2-2,3-2,1-3,2-0,,,
1992,10,Houston Rockets,0-2,1-1,2-0,1-1,1-1,2-4,3-2,0-2,2-2,,1-1,2-2,2-2,2-0,1-1,3-2,1-1,1-1,2-0,1-1,1-3,3-1,3-1,3-2,1-3,1-4,2-0,,,
1992,11,Indiana Pacers,4-1,2-2,2-3,1-3,0-5,1-1,2-0,2-2,0-2,1-1,,0-2,2-0,3-1,4-1,2-0,2-2,1-3,2-2,2-2,1-1,0-2,1-1,2-0,0-2,1-1,2-2,,,
1992,12,Los Angeles Clippers,1-1,0-2,2-0,0-2,1-1,3-1,4-0,2-0,2-3,2-2,2-0,,2-3,2-0,2-0,4-0,1-1,0-2,2-0,1-1,3-2,2-3,2-3,2-2,2-3,1-3,0-2,,,
1992,13,Los Angeles Lakers,2-0,0-2,1-1,1-1,0-2,4-0,3-1,0-2,2-3,2-2,0-2,3-2,,2-0,1-1,3-1,2-0,2-0,2-0,2-0,2-3,1-4,4-1,1-3,1-4,1-3,1-1,,,
1992,14,Miami Heat,2-2,2-3,3-1,0-4,1-3,1-1,2-0,2-2,1-1,0-2,1-3,0-2,0-2,,4-0,2-0,2-2,1-4,3-1,1-4,0-2,0-2,2-0,1-1,1-1,1-1,5-0,,,
1992,15,Milwaukee Bucks,1-3,2-2,3-2,2-3,1-3,1-1,1-1,2-3,0-2,1-1,1-4,0-2,1-1,0-4,,2-0,0-4,1-3,3-1,3-1,0-2,0-2,0-2,1-1,1-1,1-1,3-1,,,
1992,16,Minnesota Timberwolves,0-2,2-0,1-1,0-2,0-2,2-3,3-2,1-1,0-4,2-3,0-2,0-4,1-3,0-2,0-2,,0-2,0-2,0-2,0-2,0-4,0-4,1-3,0-6,0-4,2-3,0-2,,,
1992,17,New Jersey Nets,1-3,3-2,3-1,0-4,2-2,2-0,1-1,2-2,0-2,1-1,2-2,1-1,0-2,2-2,4-0,2-0,,2-3,3-1,3-2,1-1,1-1,1-1,1-1,0-2,0-2,2-3,,,
1992,18,New York Knicks,2-2,2-3,4-0,0-4,0-4,2-0,2-0,2-2,1-1,1-1,3-1,2-0,0-2,4-1,3-1,2-0,3-2,,4-1,3-1,1-1,1-1,1-1,0-2,2-0,2-0,4-0,,,
1992,19,Orlando Magic,2-2,0-5,1-3,1-3,1-3,1-1,0-2,0-4,0-2,0-2,2-2,0-2,0-2,1-3,1-3,2-0,1-3,1-4,,3-2,0-2,0-2,0-2,1-1,1-1,0-2,2-3,,,
1992,20,Philadelphia 76ers,2-2,1-3,1-3,1-3,0-4,2-0,0-2,1-3,1-1,1-1,2-2,1-1,0-2,4-1,1-3,2-0,2-3,1-3,2-3,,0-2,1-1,1-1,1-1,2-0,0-2,5-0,,,
1992,21,Phoenix Suns,0-2,1-1,1-1,1-1,1-1,2-2,3-1,2-0,2-3,3-1,1-1,2-3,3-2,2-0,2-0,4-0,1-1,1-1,2-0,2-0,,3-2,4-1,3-1,3-2,2-2,2-0,,,
1992,22,Portland Trail Blazers,2-0,1-1,2-0,0-2,2-0,4-0,3-1,0-2,3-2,1-3,2-0,3-2,4-1,2-0,2-0,4-0,1-1,1-1,2-0,1-1,2-3,,5-0,2-2,4-1,2-2,2-0,,,
1992,23,Sacramento Kings,1-1,0-2,1-1,0-2,0-2,3-1,2-2,0-2,0-5,1-3,1-1,3-2,1-4,0-2,2-0,3-1,1-1,1-1,2-0,1-1,1-4,0-5,,1-3,1-4,1-3,2-0,,,
1992,24,San Antonio Spurs,2-0,1-1,0-2,1-1,1-1,5-0,4-1,1-1,2-2,2-3,0-2,2-2,3-1,1-1,1-1,6-0,1-1,2-0,1-1,1-1,1-3,2-2,3-1,,3-1,1-4,0-2,,,
1992,25,Seattle SuperSonics,1-1,0-2,1-1,0-2,1-1,4-0,3-1,1-1,2-3,3-1,2-0,3-2,4-1,1-1,1-1,4-0,2-0,0-2,1-1,0-2,2-3,1-4,4-1,1-3,,3-1,2-0,,,
1992,26,Utah Jazz,1-1,1-1,2-0,1-1,1-1,4-1,5-1,1-1,3-1,4-1,1-1,3-1,3-1,1-1,1-1,3-2,2-0,0-2,2-0,2-0,2-2,2-2,3-1,4-1,1-3,,2-0,,,
1992,27,Washington Bullets,2-2,1-3,2-2,0-4,0-4,2-0,1-1,1-3,0-2,0-2,2-2,2-0,1-1,0-5,1-3,2-0,3-2,0-4,3-2,0-5,0-2,0-2,0-2,2-0,0-2,0-2,,,,
-26,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,UTA,WSB,,,
1991,1,Atlanta Hawks,,3-1,1-4,1-4,3-2,2-0,1-1,0-5,1-1,1-1,4-1,2-0,1-1,4-0,2-3,1-1,3-1,3-1,1-1,0-4,0-2,1-1,2-0,2-0,1-1,1-1,2-2,,,
1991,2,Boston Celtics,1-3,,3-1,2-2,3-1,2-0,2-0,2-2,1-1,2-0,2-2,2-0,1-1,4-1,2-2,2-0,4-1,5-0,1-1,2-3,1-1,1-1,2-0,1-1,2-0,1-1,5-1,,,
1991,3,Charlotte Hornets,4-1,1-3,,0-5,1-4,1-1,0-2,1-4,1-1,0-2,0-5,1-1,0-2,2-2,2-3,1-1,2-2,0-4,2-0,2-2,0-2,0-2,2-0,1-1,0-2,0-2,2-2,,,
1991,4,Chicago Bulls,4-1,2-2,5-0,,5-0,2-0,2-0,3-2,1-1,0-2,4-1,2-0,1-1,4-0,4-1,2-0,3-1,4-0,2-0,1-3,1-1,0-2,2-0,0-2,2-0,2-0,3-1,,,
1991,5,Cleveland Cavaliers,2-3,1-3,4-1,0-5,,2-0,1-1,2-3,0-2,0-2,1-4,1-1,1-1,3-1,2-3,1-1,2-2,3-1,2-0,2-2,0-2,0-2,1-1,0-2,1-1,0-2,1-3,,,
1991,6,Dallas Mavericks,0-2,0-2,1-1,0-2,0-2,,3-1,0-2,2-2,1-3,2-0,1-3,2-2,0-2,1-1,1-4,2-0,2-0,1-4,1-1,0-4,1-3,2-2,1-4,2-2,0-5,2-0,,,
1991,7,Denver Nuggets,1-1,0-2,2-0,0-2,1-1,1-3,,0-2,1-3,0-5,0-2,0-4,0-4,0-2,1-1,3-2,1-1,1-1,2-3,0-2,0-4,0-4,3-1,1-4,0-4,1-3,1-1,,,
1991,8,Detroit Pistons,5-0,2-2,4-1,2-3,3-2,2-0,2-0,,1-1,2-0,3-2,2-0,0-2,3-1,2-3,2-0,3-1,1-3,2-0,2-2,0-2,1-1,2-0,0-2,1-1,0-2,3-1,,,
1991,9,Golden State Warriors,1-1,1-1,1-1,1-1,2-0,2-2,3-1,1-1,,2-2,1-1,3-2,2-3,2-0,1-1,3-1,1-1,2-0,2-2,2-0,1-3,2-3,2-3,2-2,3-1,1-3,0-2,,,
1991,10,Houston Rockets,1-1,0-2,2-0,2-0,2-0,3-1,5-0,0-2,2-2,,1-1,2-2,1-3,2-0,2-0,5-0,2-0,2-0,3-2,2-0,3-1,0-4,3-1,2-3,2-2,2-2,1-1,,,
1991,11,Indiana Pacers,1-4,2-2,5-0,1-4,4-1,0-2,2-0,2-3,1-1,1-1,,1-1,0-2,2-2,2-3,1-1,3-1,2-2,1-1,1-3,1-1,0-2,2-0,1-1,1-1,2-0,2-2,,,
1991,12,Los Angeles Clippers,0-2,0-2,1-1,0-2,1-1,3-1,4-0,0-2,2-3,2-2,1-1,,0-4,0-2,1-1,3-1,1-1,0-2,1-3,0-2,2-3,1-3,3-2,2-2,2-3,1-3,0-2,,,
1991,13,Los Angeles Lakers,1-1,1-1,2-0,1-1,1-1,2-2,4-0,2-0,3-2,3-1,2-0,4-0,,2-0,0-2,3-1,2-0,1-1,4-0,1-1,3-2,2-3,4-0,3-1,3-2,2-2,2-0,,,
1991,14,Miami Heat,0-4,1-4,2-2,0-4,1-3,2-0,2-0,1-3,0-2,0-2,2-2,2-0,0-2,,0-4,0-2,3-3,1-4,1-1,1-4,0-2,0-2,1-1,0-2,0-2,1-1,3-2,,,
1991,15,Milwaukee Bucks,3-2,2-2,3-2,1-4,3-2,1-1,1-1,3-2,1-1,0-2,3-2,1-1,2-0,4-0,,1-1,2-2,4-0,2-0,2-2,1-1,1-1,1-1,1-1,1-1,1-1,3-1,,,
1991,16,Minnesota Timberwolves,1-1,0-2,1-1,0-2,1-1,4-1,2-3,0-2,1-3,0-5,1-1,1-3,1-3,2-0,1-1,,1-1,1-1,2-2,2-0,0-4,0-4,3-1,0-4,2-2,1-4,1-1,,,
1991,17,New Jersey Nets,1-3,1-4,2-2,1-3,2-2,0-2,1-1,1-3,1-1,0-2,1-3,1-1,0-2,3-3,2-2,1-1,,0-5,1-1,2-3,1-1,0-2,1-1,0-2,1-1,0-2,2-3,,,
1991,18,New York Knicks,1-3,0-5,4-0,0-4,1-3,0-2,1-1,3-1,0-2,0-2,2-2,2-0,1-1,4-1,0-4,1-1,5-0,,0-2,5-1,0-2,0-2,2-0,1-1,1-1,2-0,3-2,,,
1991,19,Orlando Magic,1-1,1-1,0-2,0-2,0-2,4-1,3-2,0-2,2-2,2-3,1-1,3-1,0-4,1-1,0-2,2-2,1-1,2-0,,0-2,2-2,0-4,2-2,1-3,1-3,1-4,1-1,,,
1991,20,Philadelphia 76ers,4-0,3-2,2-2,3-1,2-2,1-1,2-0,2-2,0-2,0-2,3-1,2-0,1-1,4-1,2-2,0-2,3-2,1-5,2-0,,1-1,1-1,1-1,0-2,1-1,0-2,3-2,,,
1991,21,Phoenix Suns,2-0,1-1,2-0,1-1,2-0,4-0,4-0,2-0,3-1,1-3,1-1,3-2,2-3,2-0,1-1,4-0,1-1,2-0,2-2,1-1,,3-2,3-1,1-3,3-2,2-2,2-0,,,
1991,22,Portland Trail Blazers,1-1,1-1,2-0,2-0,2-0,3-1,4-0,1-1,3-2,4-0,2-0,3-1,3-2,2-0,1-1,4-0,2-0,2-0,4-0,1-1,2-3,,3-2,2-2,4-0,3-1,2-0,,,
1991,23,Sacramento Kings,0-2,0-2,0-2,0-2,1-1,2-2,1-3,0-2,3-2,1-3,0-2,2-3,0-4,1-1,1-1,1-3,1-1,0-2,2-2,1-1,1-3,2-3,,1-3,1-4,1-3,2-0,,,
1991,24,San Antonio Spurs,0-2,1-1,1-1,2-0,2-0,4-1,4-1,2-0,2-2,3-2,1-1,2-2,1-3,2-0,1-1,4-0,2-0,1-1,3-1,2-0,3-1,2-2,3-1,,3-1,2-3,2-0,,,
1991,25,Seattle SuperSonics,1-1,0-2,2-0,0-2,1-1,2-2,4-0,1-1,1-3,2-2,1-1,3-2,2-3,2-0,1-1,2-2,1-1,1-1,3-1,1-1,2-3,0-4,4-1,1-3,,1-3,2-0,,,
1991,26,Utah Jazz,1-1,1-1,2-0,0-2,2-0,5-0,3-1,2-0,3-1,2-2,0-2,3-1,2-2,1-1,1-1,4-1,2-0,0-2,4-1,2-0,2-2,1-3,3-1,3-2,3-1,,2-0,,,
1991,27,Washington Bullets,2-2,1-5,2-2,1-3,3-1,0-2,1-1,1-3,2-0,1-1,2-2,2-0,0-2,2-3,1-3,1-1,3-2,2-3,1-1,2-3,0-2,0-2,0-2,0-2,0-2,0-2,,,,
-27,Rk,Team,ATL,BOS,CHH,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MIA,MIL,MIN,NJN,NYK,ORL,PHI,PHO,POR,SAC,SAS,SEA,UTA,WSB,,,
1990,1,Atlanta Hawks,,1-3,2-0,0-5,2-3,0-2,1-1,3-2,2-0,2-0,2-3,1-1,0-2,4-0,3-2,1-1,2-2,1-3,5-0,2-2,0-2,1-1,1-1,1-1,1-1,1-1,2-2,,,
1990,2,Boston Celtics,3-1,,2-0,2-2,3-1,1-1,1-1,2-2,1-1,2-0,1-3,1-1,0-2,5-0,2-2,1-1,5-1,4-1,4-0,3-2,1-1,0-2,2-0,1-1,2-0,1-1,2-3,,,
1990,3,Charlotte Hornets,0-2,0-2,,0-2,1-1,1-3,3-2,0-2,2-2,1-4,1-1,2-2,0-4,1-1,0-2,2-2,1-1,1-1,1-1,0-2,1-3,0-4,1-3,0-5,0-4,0-5,0-2,,,
1990,4,Chicago Bulls,5-0,2-2,2-0,,5-0,2-0,1-1,1-4,2-0,1-1,2-3,1-1,1-1,4-0,4-1,2-0,3-1,3-1,3-2,2-2,2-0,1-1,1-1,1-1,1-1,0-2,3-1,,,
1990,5,Cleveland Cavaliers,3-2,1-3,1-1,0-5,,0-2,0-2,1-4,1-1,0-2,3-2,1-1,1-1,4-0,3-2,1-1,4-0,2-2,4-1,2-2,1-1,1-1,2-0,1-1,1-1,1-1,3-1,,,
